myScore,Num. people in role,Num. transfers to role,Num. transfers from role,Total years in role,Mean years in role,Mean % career in role,Role
0.29768608770344879,18,19,12,54.0,3.0,18.801226591796766,Ambassador to Afghanistan
0.29742189841323541,14,15,11,50.0,3.5714285714285716,21.810939216970599,High Commissioner to Zambia
0.29735989896217163,18,19,13,62.0,3.4444444444444446,20.345677297411743,Ambassador to Kuwait
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Minister/Ambassador to the Lebanon.
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Minister-Counsellor Embassy Mexico
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Head of Rhodesia Economic Department Commonwealth/Foreign and Commonwealth Office
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Information and Culture/Public Departments)
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Assistant Under-Secretary for Foreign Affairs (Southern Europe Africa and Middle East)
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Assistant Under-Secretary for Commonwealth Relations (Political Division and Constiutions)
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Ambassador to the Sudan
0.29729729729729731,1,1,1,5.5,5.5,29.72972972972973,Ambassador to Guatemala  to El Salvador 2003-2006 and to Honduras 2004-2006
0.29726849482947049,7,4,5,31.5,4.5,37.158561853683807,Senior Clerk Western Department Foreign Office
0.29666666666666663,2,2,2,8.0,4.0,29.666666666666664,Permanent Representative to European Union Political and Security Committee and Western European Union
0.29651244343891403,5,4,4,24.5,4.9000000000000004,29.651244343891403,Economic and Commercial Counsellor Canada
0.29536736688810417,7,4,5,25.5,3.6428571428571428,36.920920861013023,Counsellor and Deputy Head of Mission Greece
0.29438339438339439,4,4,3,16.0,4.0,22.078754578754577,Permanent Representative to the Disarmament Conference
0.29437051831533662,19,18,13,69.5,3.6578947368421053,21.260092989440977,Ambassador to Indonesia
0.29432397959183676,7,2,4,30.5,4.3571428571428568,58.864795918367349,Counsellor and Head of Chancery Embassy Switzerland
0.29411764705882354,1,1,1,2.5,2.5,29.411764705882355,Secrretary of Legation Belgium
0.29411764705882354,1,1,1,2.5,2.5,29.411764705882355,Head Commercial and Economic Diplomacy/Economic Growth and Business Department Foreign and Commonwealth Office
0.29275614253804993,6,6,5,28.0,4.666666666666667,24.396345211504165,Secretary of Embassy Spain
0.29248590042042982,18,19,14,70.0,3.8888888888888888,21.551592662557987,Ambassador to Jordan
0.29166666666666669,1,1,1,3.5,3.5,29.166666666666668,Head of Far East and Pacific Department Foreign and Commonwealth Office
0.29166666666666669,1,1,1,3.5,3.5,29.166666666666668,Ambassador to the Democratic Republic of Congo
0.29049145299145301,4,2,3,31.0,7.75,43.573717948717949,Vice-Marshal of the Diplomatic Corps
0.29032258064516131,1,1,1,4.5,4.5,29.032258064516132,Principal Staff Officer to Secretary of State for Commonwealth Relations
0.29032258064516131,1,1,1,4.5,4.5,29.032258064516132,Permanent Under-Secretary Home Office
0.29032258064516131,1,1,1,4.5,4.5,29.032258064516132,Minister/Ambassador to Ecuador
0.29032258064516131,1,1,1,4.5,4.5,29.032258064516132,Assistant Under-Secretary for the Colonies (Dominions Division)
0.29031936747550924,17,15,12,93.5,5.5,23.225549398040741,Minister to the U.S.A.
0.29019378726404499,8,5,5,28.0,3.5,29.019378726404497,Head of Commonwealth Co-ordination Department Foreign and Commonwealth Office
0.28947368421052633,1,1,1,5.5,5.5,28.947368421052634,Ambassador/High Commissioner to South Africa
0.28947368421052633,1,1,1,5.5,5.5,28.947368421052634,Ambassador to Senegal Guinea Guinea-Bissau Mali and Cape Verde  and to Mauritania 1985-1992
0.28936179919849719,20,18,18,68.0,3.3999999999999999,28.936179919849721,Deputy High Commissioner Canada
0.28888888888888886,1,1,1,6.5,6.5,28.888888888888886,Minister Resident Saxony and Coburg
0.28888888888888886,1,1,1,6.5,6.5,28.888888888888886,Ambassdor to the Netherlands
0.28851915280486712,7,4,6,23.5,3.3571428571428572,43.277872920730061,Counsellor and Deputy Head of Mission Saudi Arabia
0.28842365967365968,6,6,5,21.0,3.5,24.035304972804973,Deputy Governor of Gibraltar
0.28612235029146793,10,8,8,37.0,3.7000000000000002,28.612235029146792,Consul-General Cleveland
0.28510163749294182,7,4,5,22.5,3.2142857142857144,35.637704686617724,Ambassador to Slovakia
0.28477822580645162,2,2,2,9.0,4.5,28.477822580645164,Political Adviser Trieste
0.28365384615384615,2,2,2,7.0,3.5,28.365384615384613,Consul-General Saigon
0.28277429214929217,6,3,4,24.0,4.0,37.703238953238952,Consul-General Luanda
0.28245309751807701,5,4,4,16.5,3.2999999999999998,28.245309751807703,Director-General Defence and Intelligence Foreign and Commonwealth Office
0.28229868125701463,12,2,5,75.0,6.25,70.574670314253652,Consul-General Havana
0.28205128205128205,1,2,2,5.5,5.5,28.205128205128204,Head of European Union Department (External) Foreign and Commonwealth Office
0.28205128205128205,1,1,1,5.5,5.5,28.205128205128204,Joint Secretary Political Department India Office
0.28205128205128205,1,1,1,5.5,5.5,28.205128205128204,Deputy Under-Secretary for Foreign Affairs (Middle East and North America)
0.28171413232812548,12,8,9,89.0,7.416666666666667,31.692839886914115,Minister to Bavaria
0.28154928683050373,18,11,14,71.0,3.9444444444444446,35.833545596609568,Deputy High Commissioner New Zealand
0.28125,2,3,2,3.0,1.5,18.75,Head of Colombo Plan Department Commonwealth Relations Office
0.28125,1,1,1,4.5,4.5,28.125,Permanent Representative to Council of Europe
0.28125,1,1,1,4.5,4.5,28.125,Minister/Ambassador to Paraguay
0.28125,1,1,1,4.5,4.5,28.125,Minister/Ambassador to Argentina
0.28125,1,1,1,4.5,4.5,28.125,High Commissioner to Cyprus  and 2016-2018
0.28125,1,1,1,4.5,4.5,28.125,High Commissioner to Barbados and British Government Representative to the West Indian Associated States
0.28125,1,1,1,4.5,4.5,28.125,Head of Latin America/Latin America and Caribbean Department Foreign and Commonwealth Office
0.28125,1,1,1,4.5,4.5,28.125,Commissioner-General South-East Asia
0.2809263857280318,9,8,7,27.5,3.0555555555555554,24.581058751202782,Head of South-East Asia Department Foreign and Commonwealth Office
0.28066378066378062,5,2,3,12.5,2.5,42.099567099567089,Counsellor and Deputy Head of Mission Algeria
0.28000000000000003,1,1,1,3.5,3.5,28.000000000000004,Senior British Representative Sino-British Joint Liaison Group Hong Kong
0.28000000000000003,1,1,1,3.5,3.5,28.000000000000004,Minister (Economic and Commercial) Iran
0.28000000000000003,1,1,1,3.5,3.5,28.000000000000004,Head of Pacifiic Dependent Territories Department Foreign and Commonwealth Office
0.28000000000000003,1,1,1,3.5,3.5,28.000000000000004,Head of Afghanistan Group Foreign and Commonwealth Office
0.28000000000000003,1,1,1,3.5,3.5,28.000000000000004,Ambassador to Senegal Mauritania Mali and Guinea  and to Guinea-Bissau 1975-1976
0.27910778985507245,4,3,3,15.0,3.75,27.910778985507246,Counsellor (Management) Embassy Russia
0.27899643715568573,20,16,15,68.0,3.3999999999999999,26.155915983345533,Secretary of Embassy France
0.27893635712879655,15,15,10,48.5,3.2333333333333334,18.595757141919773,Ambassador to Syria
0.27854016764334988,3,3,2,9.5,3.1666666666666665,18.569344509556661,British Representative West Indian Associated States
0.27850253004427578,4,1,2,33.0,8.25,55.700506008855157,Secretary of Legation Wurtemberg
0.27832512315270935,3,1,2,12.5,4.166666666666667,55.665024630541872,Minister-Counsellor Brazil
0.27790697674418607,2,2,2,10.0,5.0,27.790697674418606,Economic Counsellor Yugoslavia
0.27777777777777779,1,1,1,2.5,2.5,27.777777777777779,Head of Guidance and Information Policy/Guidance Department Foreign and Commonwealth Office
0.27777777777777779,1,1,1,2.5,2.5,27.777777777777779,Economic Relations II Department Commonwealth Relations Office
0.27575847581904922,5,5,4,23.5,4.7000000000000002,22.060678065523938,High Commissioner to Ceylon
0.27542480667480668,7,5,6,24.5,3.5,33.050976800976798,Head of Consular Department Foreign Office
0.27500000000000002,2,2,2,8.0,4.0,27.500000000000004,Minister (Economic and Commercial) India
0.27500000000000002,1,1,1,5.5,5.5,27.500000000000004,Director-General for Energy European Commission
0.27482544420806615,9,9,8,30.5,3.3888888888888888,24.428928374050322,High Commissioner to Ghana
0.27457866098974704,19,20,14,68.5,3.6052631578947367,19.220506269282293,Ambassador to Israel
0.27440921109406186,18,18,16,72.0,4.0,24.391929875027721,Minister Japan
0.27349916574817068,9,8,8,68.5,7.6111111111111107,27.349916574817069,Minister to Saxony
0.27346139227663896,38,36,35,35.0,0.92105263157894735,26.586524249117677,Minister France
0.27272727272727271,1,1,1,4.5,4.5,27.27272727272727,Minister-Counsellor (Trade and Transport) U.S.A.
0.27272727272727271,1,1,1,4.5,4.5,27.27272727272727,Director British Executive Service Overseas
0.27272727272727271,1,1,1,4.5,4.5,27.27272727272727,Director Asia U.K. Trade and Investment
0.27272727272727271,1,1,1,4.5,4.5,27.27272727272727,Deputy High Commissioner  and Minister (Commercial) Pakistan 1968-1970
0.27272727272727271,1,1,1,1.5,1.5,27.27272727272727,Head of Constitutional Planning Department Colonial Office
0.27272727272727271,1,1,1,1.5,1.5,27.27272727272727,Counsellor U. K. Delegation to the O.E.C.D.
0.2726310285763377,13,7,10,38.5,2.9615384615384617,38.947289796619678,Head of Migration and Visa Department Foreign and Commonwealth Office
0.27218555714968912,5,6,6,20.5,4.0999999999999996,27.218555714968911,Minister India
0.27199057434351548,15,16,12,52.5,3.5,20.399293075763662,Ambassador to Romania
0.27171347171347177,3,4,3,6.5,2.1666666666666665,20.378510378510381,Director Eastern Europe and Central Asia Foreign and Commonwealth Office
0.27131657021560013,17,10,13,61.5,3.6176470588235294,35.271154128028016,Consul-General Tangier
0.27083333333333331,2,1,3,19.0,9.5,81.25,Senior Clerk American Department Foreign Office
0.27083333333333331,1,1,1,6.5,6.5,27.083333333333332,Deputy Under-Secretary for Commonwealth Relations/Affairs  (Africa 1964-1966 Economic and South Asia 1966-1968)
0.2693880905257765,15,18,13,46.5,3.1000000000000001,19.455806537972748,Ambassador to Libya
0.26923076923076922,1,1,1,3.5,3.5,26.923076923076923,Leader U.K. Delegation to the Comprehensive Test Ban Treaty Negotiations
0.26923076923076922,1,1,1,3.5,3.5,26.923076923076923,Joint Head of Counter-Terrorism Department Foreign and Commonwealth Office
0.26923076923076922,1,1,1,3.5,3.5,26.923076923076923,Joint Director Global and Economic Issues/Prosperity Foreign and Commonwealth Office
0.26923076923076922,1,1,1,3.5,3.5,26.923076923076923,Deputy High Commissioner Perth Australia
0.26923076923076922,1,1,1,3.5,3.5,26.923076923076923,Counsellor (Political and Economic) Embassy Brazil
0.26923076923076922,1,1,1,3.5,3.5,26.923076923076923,Counsellor (Political Press and Public Affairs) Embassy U.S.A.
0.26923076923076922,1,1,1,3.5,3.5,26.923076923076923,Ambassador to the Ivory Coast Dahomey Niger and Upper Volta
0.26907907969423767,15,15,11,56.5,3.7666666666666666,19.732465844244096,Ambassador to Yugoslavia
0.26829268292682928,1,1,1,5.5,5.5,26.829268292682929,Counsellor Embassy South Africa
0.26829268292682928,1,1,1,5.5,5.5,26.829268292682929,Commercial and Economic Counsellor Italy
0.26829268292682928,1,1,1,5.5,5.5,26.829268292682929,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Transport Energy and the United Nations Organization)
0.26829268292682928,1,1,1,5.5,5.5,26.829268292682929,Assistant Under-Secretary for Commonwealth Relations/Affairs (West Indies and General Division/Economic/East Africa)
0.26829268292682928,1,1,1,5.5,5.5,26.829268292682929,Ambassador to Thailand  and Laos 1985-1986
0.26828448651300013,15,15,15,-42.5,-2.8333333333333335,26.828448651300015,Minister (Commercial) U.S.A.
0.26778349567882936,7,7,7,37.5,5.3571428571428568,26.778349567882938,Assistant Under-Secretary for the Dominions
0.26774433296172423,3,3,3,13.5,4.5,26.774433296172422,Head of Mediterranean Department Colonial Office
0.26750777979505197,27,27,19,78.5,2.9074074074074074,18.824621541133286,Ambassador to Iraq
0.26680672268907563,2,1,1,4.0,2.0,26.680672268907564,Head of West Indian Department Foreign and Commonwealth Office
0.26641402271837056,6,6,5,20.0,3.3333333333333335,22.201168559864215,Ambassador to Mozambique
0.26530612244897961,1,1,1,6.5,6.5,26.530612244897959,Lieutenant-Governor of Malta
0.26470588235294118,1,1,1,4.5,4.5,26.47058823529412,Minister/Assistant Under-Secretary for Foreign Affairs
0.26470588235294118,1,1,1,4.5,4.5,26.47058823529412,High Commissioner to Cameroon and Ambassador to Equatorial Guinea Gabon Central African Republic and Chad
0.26470588235294118,1,1,1,4.5,4.5,26.47058823529412,Head of Aviation Maritime Science and Energy Department Foreign and Commonwealth Office
0.26470588235294118,1,1,1,4.5,4.5,26.47058823529412,Economic and Commercial Counsellor  and Deputy High Commissioner Kenya 1973-1976
0.26470588235294118,1,1,1,4.5,4.5,26.47058823529412,Counsellor U.K. Delegation to the European Union
0.26470588235294118,1,1,1,4.5,4.5,26.47058823529412,Ambassador to Kazakhstan and Kyryyzstan
0.2645202544548475,6,6,4,19.0,3.1666666666666665,17.634683630323167,Ambassador to German Democratic Republic
0.2641980281391309,14,5,9,58.0,4.1428571428571432,47.555645065043564,Consul-General Stuttgart
0.26354166666666667,2,2,2,11.0,5.5,26.354166666666668,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Protocol) and Vice-Marshal of the Diplomatic Corps
0.2634393411237293,7,5,5,26.5,3.7857142857142856,26.343934112372931,Director Middle East Centre for Arab Studies
0.26330390168715823,18,8,14,67.0,3.7222222222222223,46.078182795252687,Consul-General New Orleans
0.26315789473684209,1,1,1,7.5,7.5,26.315789473684209,Secretary-General of E.F.T.A.
0.26315789473684209,1,1,1,2.5,2.5,26.315789473684209,Senior Overseas Inspector
0.26315789473684209,1,1,1,2.5,2.5,26.315789473684209,Head of Rhodesia Economic Department Foreign and Commonwealth Office
0.26315789473684209,1,1,1,2.5,2.5,26.315789473684209,Head of Pacific Department Foreign and Commonwealth Office
0.26315789473684209,1,1,1,2.5,2.5,26.315789473684209,Deputy High Commissioner and Minister (Commercial) Pakistan
0.26315789473684209,1,1,1,2.5,2.5,26.315789473684209,Deputy Head of Mission Afghanistan
0.26200729551450025,9,6,6,32.5,3.6111111111111112,26.200729551450024,Minister to Bolivia
0.26190476190476192,1,1,1,5.5,5.5,26.190476190476193,Permanent Representative to Disarmament Conference
0.26190476190476192,1,1,1,5.5,5.5,26.190476190476193,Minister Nigeria  and Ambassador to Benin 1976-1979
0.26190476190476192,1,1,1,5.5,5.5,26.190476190476193,Assistant Under-Secretary Department of Trade and Industry  and Director-General Joint Export Promotion 1993-1996
0.26190476190476192,1,1,1,5.5,5.5,26.190476190476193,Ambassador to Senegal  and Mauritania 1968-1971 to Mali 1969-1971 and to Guinea 1970-1971
0.2608695652173913,2,1,1,6.0,3.0,26.086956521739129,Counsellor (Administration) Embassy Belgium
0.26000000000000001,1,1,1,6.5,6.5,26.0,Senior Clerk Consular Department
0.26000000000000001,1,1,1,6.5,6.5,26.0,Assistant Under-Secretary for Foreign Affairs (Central and Southern Europe)
0.25966187925322537,24,5,13,102.0,4.25,67.512088605838599,Consul-General Shanghai
0.25957709942084939,4,5,4,12.0,3.0,20.766167953667953,Head of Latin American Department Foreign and Commonwealth Office
0.2592775892408245,4,5,4,10.0,2.5,20.742207139265961,Head of Communications Operations Department Foreign and Commonwealth Office
0.25925925925925924,1,1,1,3.5,3.5,25.925925925925924,Special Representative for Sudan Foreign and Commonwealth Office
0.25925925925925924,1,1,1,3.5,3.5,25.925925925925924,Senior Foreign Office Inspector
0.25925925925925924,1,1,1,3.5,3.5,25.925925925925924,Minister/Ambassador to Israel
0.25925925925925924,1,1,1,3.5,3.5,25.925925925925924,High Commissioner to Cameroon and Ambassador to Gabon Chad Equatorial Guinea and the Central African Republic
0.25925925925925924,1,1,1,3.5,3.5,25.925925925925924,Head of West Africa Department Commonwealth Relations Office
0.25925925925925924,1,1,1,3.5,3.5,25.925925925925924,Head of Global Business/Sustainable Development and Business Group Foreign and Commonwealth Office
0.25861924067621628,12,14,11,49.0,4.083333333333333,20.320083195988424,Ambassador to Iran
0.25829852408799775,11,2,5,45.5,4.1363636363636367,64.574631021999437,Consul-General Osaka
0.25735912531539112,2,3,2,6.0,3.0,17.157275021026074,Ambassador to Kosovo
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Head of U.K. Delegation to Mutual and Balanced Force Reductions Negotiations
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Head of Central and Southern Africa/Southern Central and Western Africa Department Foreign and Commonwealth Office
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Financial and Economic Counsellor France
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Director of Security/Security and Estates Foreign and Commonwealth Office
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Director Strategy and Information Foreign and Commonwealth Office
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Consul-General Osaka/Kobe
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Commercial Counsellor Zambia
0.25714285714285712,1,1,1,4.5,4.5,25.714285714285712,Ambassador to Austria  and Head of U.K. Delegation to Negotiations on Mutual and Balanced Force And Armaments Reductions in Europe 1985-1986
0.25702105306785888,9,8,8,34.5,3.8333333333333335,25.702105306785889,Minister (Economic) Federal Republic of Germany
0.25582398597754807,21,21,19,72.5,3.4523809523809526,23.145979683682917,Minister Italy
0.2558139534883721,1,1,1,5.5,5.5,25.581395348837212,Head of West African Department Foreign and Commonwealth Office  and Ambassador to Chad 1970-1973
0.2558139534883721,1,1,1,5.5,5.5,25.581395348837212,Director of Research and Analysis Foreign and Commonwealth Office
0.25524475524475526,2,2,2,6.0,3.0,25.524475524475527,Political Representative Middle East Forces
0.2549068916650104,6,3,5,32.0,5.333333333333333,42.484481944168401,Minister to Wurtemberg
0.25490196078431371,1,1,1,6.5,6.5,25.490196078431371,Minister Resident/Minister to Uruguay
0.25396825396825395,2,2,1,3.0,1.5,12.698412698412698,Head of West and General Africa Political Department Commonwealth Relations Office
0.2539424018008874,14,3,7,48.0,3.4285714285714284,59.253227086873714,Deputy High Commissioner Barbados
0.25349462365591402,6,3,5,22.0,3.6666666666666665,42.249103942652333,Consul-General Osaka-Kobe
0.25347222222222221,2,1,2,6.0,3.0,50.694444444444443,Head of Afghanistan Department Foreign and Commonwealth Office
0.25303030303030305,2,2,2,8.0,4.0,25.303030303030305,Ambassador to Camboadia
0.25202742982509552,23,22,15,86.5,3.7608695652173911,17.183688397165604,Minister to Brazil
0.25171600171600167,3,3,3,9.5,3.1666666666666665,25.171600171600168,Counsellor and Head of Chancery Embassy Congo
0.25168350168350168,2,2,2,6.0,3.0,25.168350168350166,Counsellor and Head of Chancery Embassy Ireland
0.25129401487515213,17,18,13,59.5,3.5,18.149012185427654,High Commissioner to Cyprus
0.25,1,1,1,8.5,8.5,25.0,Minister to Wurttemberg and Baden
0.25,1,1,1,5.5,5.5,25.0,U.K. Permanent Representative to the United Nations Organization New York
0.25,1,1,1,5.5,5.5,25.0,Minister/Ambassador to Venezuela
0.25,1,1,1,5.5,5.5,25.0,Head of Information Technology Strategy/Chief Information Officer Foreign and Commonwealth Office
0.25,1,1,1,4.5,4.5,25.0,High Commissioner to Tanzania and Ambassador to Madagascar1978-1979
0.25,1,1,1,4.5,4.5,25.0,Head of U.K. Visas Foreign and Commonwealth Office
0.25,1,1,1,4.5,4.5,25.0,Director-General Corporate Affairs/Chief Operating Officer Foreign and Commonwealth Office
0.25,1,1,1,4.5,4.5,25.0,Counsellor Head of Chancery Embassy Iraq
0.25,1,1,1,4.5,4.5,25.0,Counsellor (Financial) Embassy France
0.25,1,1,1,3.5,3.5,25.0,Poitical Representaive/Minister to Austria
0.25,1,1,1,3.5,3.5,25.0,Director Russia Central Asia and South Caucasus Foreign and Commonwealth Office
0.25,1,1,1,2.5,2.5,25.0,Political Agent/Ambassador to Kuwait
0.25,1,1,1,2.5,2.5,25.0,Head of Aviation and Telecommunications Department Commonwealth Office
0.25,1,1,1,2.5,2.5,25.0,Counsellor High Commission Ghana
0.25,1,1,1,1.5,1.5,25.0,Head of West Africa Department and Ambassador to Chad
0.25,1,1,1,1.5,1.5,25.0,Ambasador to Outer Mongolia  and 2011-2012
0.24944616747895437,2,2,2,11.0,5.5,24.944616747895438,Head of West Indies A Department Colonial Office
0.24826059456040481,3,1,2,11.5,3.8333333333333335,49.652118912080958,Secretary of Embassy The Netherlands
0.24803963708680676,14,9,13,61.0,4.3571428571428568,35.827947579205421,Secretary of Legation Prussia
0.24705882352941178,2,2,2,6.0,3.0,24.705882352941178,Commercial Counsellor Algeria
0.24672543912895201,28,29,21,138.0,4.9285714285714288,17.866324902441352,Minister to Denmark
0.24637681159420291,1,1,1,8.5,8.5,24.637681159420293,Deputy Secretary and Intelligence and Security Co-ordinator Cabinet Office
0.24633487654320987,3,1,2,11.5,3.8333333333333335,49.266975308641975,Economic and Commercial Counsellor and Deputy Head of Mission South Korea
0.24629629629629632,3,3,3,10.5,3.5,24.629629629629633,Counsellor High Commission Canada
0.24531536892307729,5,5,5,17.5,3.5,24.531536892307727,Ambassador to Bosnia and Herzegovina
0.24510216197496662,3,3,2,8.5,2.8333333333333335,16.340144131664442,Counsellor and Head of Chancery Embassy the Netherlands
0.24444444444444444,1,1,1,5.5,5.5,24.444444444444443,Minister Residen Saxony and Saxe-Coburg
0.24444444444444444,1,1,1,5.5,5.5,24.444444444444443,Counsellor and Head of Chancery Federal Republic of Germany
0.24444444444444444,1,1,1,5.5,5.5,24.444444444444443,Consul-General  New York
0.24444444444444444,1,1,1,5.5,5.5,24.444444444444443,Assistant Under-Secretary for the Colonies (Africa)
0.2441425120772947,4,4,4,15.0,3.75,24.414251207729471,Minister Austria
0.24404761904761904,2,2,2,6.0,3.0,24.404761904761905,Minister-Counsellor Mexico
0.24383048064014959,10,9,9,32.0,3.2000000000000002,24.383048064014961,Assistant Under-Secretary (Assessments Staff) Cabinet Office
0.24350000161840299,7,6,7,26.5,3.7857142857142856,28.408333522147018,Counsellor Embassy Norway
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Minister Argentina and Consul-General Buenos Aires
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Head of West European Department Foreign and Commonwealth Office
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Head of Plannning Staff  and Assistant Under-Secretary for Foreign and Commonwealth Affairs (Planning) 1972-1975
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Head of Pacific and Indian Ocean/Pacific Dependent Territories Department Foreign and Commonwealth Office
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Head of Organization for Security and Co-operation in Europe and Council of Europe Department Foreign and Commonwealth Office
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Economic Counsellor U.K. Delegation to the United Nations Organizations Geneva
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Counsellor Libya  and Deputy Head of Mission 1999-2002
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Counsellor (Political) High Commission Canada
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Commercial Counsellor Embassy U.S.S.R.
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Ambassador to Zaire Rwanda and Burundi
0.24324324324324326,1,1,1,4.5,4.5,24.324324324324326,Ambassador to Ivory Coast Niger Burkino Faso and Liberia
0.24272949272949271,4,4,3,12.0,3.0,18.204711954711954,Head of South-West Pacific Department Foreign and Commonwealth Office
0.24242424242424243,2,1,1,4.0,2.0,24.242424242424242,Head of Rhodesia Political Department Foreign and Commonwealth Office
0.2413793103448276,1,1,1,3.5,3.5,24.137931034482758,Head of Energy Science and Space Department/Science Energy and Nuclear Department Foreign and Commonwealth Office
0.2413793103448276,1,1,1,3.5,3.5,24.137931034482758,Head of Atomic Energy and Disarmament/Disarmament Department Foreign and Commonwealth Office
0.2413793103448276,1,1,1,3.5,3.5,24.137931034482758,Economic Counsellor Canada
0.2413793103448276,1,1,1,3.5,3.5,24.137931034482758,Director Europe Trade and International Department for Business Innovation and Skills
0.2413793103448276,1,1,1,3.5,3.5,24.137931034482758,Consul General/Deputy High Commissioner Karachi Pakistan
0.2413793103448276,1,1,1,3.5,3.5,24.137931034482758,Agent/Minister Resident Serbia
0.24074074074074073,1,1,1,6.5,6.5,24.074074074074073,High Commissioner to Malaya
0.23987664001728395,10,7,9,42.0,4.2000000000000002,30.841282287936512,Commercial Counsellor Denmark
0.23976404362369275,11,11,9,34.5,3.1363636363636362,19.61705811466577,Minister South Africa
0.23974358974358972,2,1,1,5.0,2.5,23.974358974358971,Private Secretary to the Secretary of State for India
0.23948145587054662,11,9,10,32.5,2.9545454545454546,26.609050652282956,Head of South Asia Department Foreign and Commonwealth Office
0.2391304347826087,1,1,1,5.5,5.5,23.913043478260871,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Personnel) and Deputy Chief Clerk
0.2391151332327803,6,4,6,25.0,4.166666666666667,35.867269984917044,Counsellor and Deputy Head of Mission Thailand
0.23890688259109311,5,2,4,16.5,3.2999999999999998,47.781376518218622,Commercial Counsellor Australia
0.23819444444444446,4,2,3,12.0,3.0,35.729166666666664,Counsellor (Administration) Embassy U.S.S.R.
0.23809523809523808,1,1,1,2.5,2.5,23.809523809523807,Minister to Genoa
0.23809523809523808,1,1,1,2.5,2.5,23.809523809523807,Head of Europe-Mediterranean Department Foreign and Commonwealth Office
0.23809523809523808,1,1,1,2.5,2.5,23.809523809523807,Head of Arabian Peninsula and Iraq Department Foreign and Commonwealth Office
0.23809523809523808,1,1,1,2.5,2.5,23.809523809523807,Deputy Head of Mission Ukraine
0.23809523809523808,1,1,1,2.5,2.5,23.809523809523807,Assistant Director (Personnel Services) Foreign and Commonwealth Office
0.23797413336517448,11,8,9,41.5,3.7727272727272729,26.772090003582129,Commercial Counsellor Switzerland
0.23791401747380517,10,8,9,43.0,4.2999999999999998,26.765326965803084,Counsellor Embassy Thailand
0.23726974588586466,4,2,3,11.0,2.75,35.590461882879701,Counsellor Embassy Denmark
0.23714285714285716,2,1,2,11.0,5.5,47.428571428571431,Deputy Senior Representative Sino-British Joint Liaison Group Hong Kong
0.23684210526315788,1,1,1,4.5,4.5,23.684210526315788,Minister/Ambassador to Hungary
0.23684210526315788,1,1,1,4.5,4.5,23.684210526315788,Chef de Cabinet to President of the European Union Commission
0.23684210526315788,1,1,1,4.5,4.5,23.684210526315788,Assistant Under-Secretary for Foreign and Commonwealth Affairs and Director of Communications/Communications and Technical Services
0.23684210526315788,1,1,1,4.5,4.5,23.684210526315788,Assistant Under-Secretary for Foreign Affairs (U.N.O. and Consular)
0.23636363636363636,1,1,1,6.5,6.5,23.636363636363637,Deputy Secretary-General (Economic and Social Affairs) Commonwealth
0.23590523215523213,5,5,5,18.5,3.7000000000000002,23.590523215523213,High Commissioner in Brunei
0.2354233003742808,6,5,6,22.0,3.6666666666666665,28.250796044913695,Senior British Trade Commissioner Hong Kong
0.23453308879532767,17,16,15,59.5,3.5,21.987477074561966,Minister Spain
0.23404255319148937,1,1,1,5.5,5.5,23.404255319148938,Minister to Latvia Lithuania and Estonia
0.23404255319148937,1,1,1,5.5,5.5,23.404255319148938,Ambassador to Austria  and Permanent Representative to the United Nations Organizations Vienna 2006-2007
0.23365911899919256,8,3,6,32.0,4.0,46.731823799838509,Deputy High Commissioner Kaduna Nigeria
0.23351611045820364,7,8,6,28.5,4.0714285714285712,17.513708284365272,Deputy Under-Secretary for Foreign Affairs
0.23333333333333334,1,1,1,3.5,3.5,23.333333333333332,Permanent Representative to the Reduction of Forces and Armaments Negotiations Geneva
0.23333333333333334,1,1,1,3.5,3.5,23.333333333333332,Governor of British Virgin Islands
