myScore,Num. people in role,Num. transfers to role,Num. transfers from role,Total years in role,Mean years in role,Mean % career in role,Role
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Minister Berlin
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Head of Financial/Economic Relations Department Foreign and Commonwealth Office
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Head of Consular Division/Director Consular Services Foreign and Commonwealth Office
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Head of Central and Southern Africa/Africa (Southern) Department Foreign and Commonwealth Office
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Deputy Under-Secretary for Foreign Affairs  and Chief Clerk Foreign Office 1949-1953
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Counsellor Legation Iraq
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Assistant Under-Secretary for Commonwealth Relations and Director of Establishments and Organization
0.15217391304347827,1,1,1,3.5,3.5,15.217391304347828,Assistant Under-Secretary Treasury
0.15208333333333335,2,2,2,7.0,3.5,15.208333333333336,Head of Western and United Nations Department Commonwealth Relations Office
0.15200439676560901,32,27,32,97.0,3.03125,18.015335912961067,Principal Private Secretary to the Foreign Secretary
0.15197291633566146,9,6,9,28.5,3.1666666666666665,22.795937450349214,Deputy High Commissioner Malta
0.15189393939393939,4,1,3,15.0,3.75,45.568181818181813,Commercial Counsellor Yugoslavia
0.15151515151515152,2,2,2,5.0,2.5,15.151515151515152,Head of United Nations (Economic and Social) Department Foreign and Commonwealth Office
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Minister Conference on Disarmament
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Head of West Indies Department Commonwealth Relations Office
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Head of South-East Asia and Pacific Department Foreign and Commonwealth Office
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Head of Asia Economic Department Commonwealth Relations Office
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Principal Finance Officer)  and Chief Inspector 1988-1989
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Planning)
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Assistant Under-Secretary for Foreign and Commonwealth Affairs (European Economic Integration)
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Assistant Under-Secretary for Foreign Affairs (American)
0.15151515151515152,1,1,1,2.5,2.5,15.151515151515152,Ambassador to the Czech Republic and to Slovakia
0.15146910672156022,14,10,13,49.0,3.5,19.690983873802828,Political Adviser Hong Kong
0.15114807114807113,3,2,3,10.5,3.5,22.672210672210671,Economic Counsellor Spain
0.1506162542198837,9,8,9,24.5,2.7222222222222223,16.944328599736917,Head of Southern Europe Department Foreign and Commonwealth Office
0.1505482456140351,3,3,3,9.5,3.1666666666666665,15.05482456140351,Political Resident Persian Gulf
0.15047619047619049,2,2,2,11.0,5.5,15.047619047619049,Charge d’Affaires Wurttemberg
0.15041928721174003,2,2,2,8.0,4.0,15.041928721174003,Assistant Secretary-General N.A.T.O.
0.1503935000734187,15,9,13,51.5,3.4333333333333331,21.72350556616048,Counsellor Embassy Belgium
0.14999999999999999,1,1,1,4.5,4.5,15.0,Permanent Under-Secretary for for Foreign Affairs
0.14999999999999999,1,1,1,1.5,1.5,15.0,Head of Zambia Department Commonwealth Relations Office
0.14999999999999999,1,1,1,1.5,1.5,15.0,Head of East Africa B Department Colonial Office
0.14999999999999999,1,1,1,1.5,1.5,15.0,Envoy to Bavaria
0.14999999999999999,1,1,1,1.5,1.5,15.0,Assistant Under-Secretary for Commonwealth Affairs/Foreign and Commonwealth Affairs (Gibraltar South Atlantic Pacific and Indian Ocean Dependent Territories)
0.14969197469197471,4,4,4,11.0,2.75,14.969197469197471,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Dependent Territories)
0.14927261227071476,2,2,2,6.0,3.0,14.927261227071476,Controller of Commercial and Consular Affairs Foreign Office
0.14898989898989901,2,2,2,6.0,3.0,14.8989898989899,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Defence and Intelligence)
0.14893617021276595,1,1,1,3.5,3.5,14.893617021276595,Political Director Foreign and Commonwealth Office  and Special Representative for Afghanistan and Pakistan 2013-2015
0.14893617021276595,1,1,1,3.5,3.5,14.893617021276595,High Commissioner to Nigeria and Ambassador to Benin and Chad
0.14893617021276595,1,1,1,3.5,3.5,14.893617021276595,Director Resources/Finance Foreign and Commonwealth Office
0.14893617021276595,1,1,1,3.5,3.5,14.893617021276595,Counsellor Embassy Russia
0.14778213874092763,6,4,6,23.0,3.8333333333333335,22.167320811139145,Counsellor and Head of Chancery Embassy Italy
0.14775910364145659,2,2,2,4.0,2.0,14.775910364145659,Counsellor Rhodesia
0.14743589743589741,2,2,2,5.0,2.5,14.743589743589741,Assistant Under-Secretary for Foreign Affairs (Northern and Southern Europe)
0.14722222222222223,3,3,3,8.5,2.8333333333333335,14.722222222222223,Minister U.K. Delegation to the United Nations Organization New York
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Minister Pakistan
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Head of Information Services Department Foreign and Commonwealth Office
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Director-General of British Information Services and Minister (Information) U.S.A.
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Director Afghanistan/Pakistan Cabinet Office/National Security Council
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Deputy Secretary-General European Commission
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Chief Executive Officer U.K. Trade and Investment
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Assistant Under-Secretary Central African Office
0.14705882352941177,1,1,1,2.5,2.5,14.705882352941178,Ambassador to the (Democratic Republic of the) Congo
0.14692867805337731,12,8,12,44.0,3.6666666666666665,22.039301708006597,Counsellor and Head of Chancery U.K. Delegation to the United Nations Organization New York
0.14687134502923976,4,4,5,10.0,2.5,18.35891812865497,Head of Information Executive Department Foreign Office
0.14651803357037327,13,9,13,41.5,3.1923076923076925,21.163715960165032,Counsellor Embassy Ireland
0.14642353770260744,5,4,6,23.5,4.7000000000000002,21.963530655391118,Counsellor Egypt
0.14640295220652363,7,7,6,18.5,2.6428571428571428,12.548824474844883,Deputy Under-Secretary for Foreign and Commonwealth Affairs (Defence and Intelligence)
0.14605986398740228,8,8,8,23.0,2.875,14.605986398740228,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Economic)
0.14583333333333334,1,1,1,3.5,3.5,14.583333333333334,Permanent Representative to O.E.C.D.
0.14583333333333334,1,1,1,3.5,3.5,14.583333333333334,Minister/Ambassador to Syria
0.14583333333333334,1,1,1,3.5,3.5,14.583333333333334,Minister/Ambassador to Guatemala
0.14583333333333334,1,1,1,3.5,3.5,14.583333333333334,Director Americas/Americas and Overseas Territories Foreign and Commonwealth Office
0.14583333333333334,1,1,1,3.5,3.5,14.583333333333334,Counsellor and Head of Chancery U.K. Commission South-East Asia
0.14583333333333334,1,1,1,3.5,3.5,14.583333333333334,Assistant Under-Secretary for Foreign Affairs (Western Europe and Latin America)
0.14583333333333334,1,1,1,3.5,3.5,14.583333333333334,Assistant Under-Secretary for Foreign Affairs (Eastern Europe/United Nations Organization)
0.14573070607553368,2,2,2,5.0,2.5,14.573070607553367,Head of Scientific Relations Department Foreign Office
0.14544705996318902,3,2,3,11.5,3.8333333333333335,21.817058994478352,Counsellor (Information) Embassy Federal Republic of Germany
0.14533378363165597,3,2,3,10.5,3.5,21.800067544748394,Head of Eastern Adriatic Department Foreign and Commonwealth Office
0.14506686320540807,12,9,11,30.0,2.5,17.730394391772098,Head of Training Department Foreign and Commonwealth Office
0.14500933994508045,10,10,10,27.0,2.7000000000000002,14.500933994508044,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Africa)
0.14466348372894861,4,3,4,12.0,3.0,19.288464497193146,Counsellor Embassy Libya
0.14465799886941774,3,2,3,10.5,3.5,21.698699830412661,Head of Central Africa and Aden Department Colonial Office
0.14452960810103666,14,4,10,58.0,4.1428571428571432,36.132402025259161,Commercial Counsellor the Netherlands
0.14439775910364144,7,3,6,30.5,4.3571428571428568,28.879551820728288,Head of the Northern Department Foreign Office
0.14431818181818182,2,2,2,6.0,3.0,14.431818181818182,Head of Human Rights Department Foreign and Commonwealth Office
0.14418378168378171,10,10,10,28.0,2.7999999999999998,14.418378168378171,Head of Personnel Policy Department Foreign and Commonwealth Office
0.14379875591540967,8,3,7,29.0,3.625,33.55304304692892,Head of Finance Department Foreign and Commonwealth Office
0.14355912930474335,10,5,9,32.0,3.2000000000000002,25.840643274853804,Counsellor Embassy Argentina
0.14316239316239315,3,2,3,10.5,3.5,21.474358974358974,Counsellor Libya
0.14313271604938271,4,1,3,28.0,7.0,42.939814814814817,Agent and Consul-General Wallachia and Moldavia
0.14299516908212562,2,3,3,5.0,2.5,14.299516908212562,Head of the Western Department Foreign Office
0.14291453416461949,17,12,18,60.5,3.5588235294117645,21.437180124692922,Counsellor Embassy Turkey
0.1428648732220161,7,1,4,36.5,5.2142857142857144,57.145949288806442,Agent and Consul-General Zanzibar
0.14285714285714285,3,3,4,8.5,2.8333333333333335,19.047619047619047,Charge d’Affaires Afghanistan
0.14285714285714285,1,2,2,1.5,1.5,14.285714285714285,Head of Nigeria Department Commonwealth Relations Office
0.14285714285714285,1,1,1,4.5,4.5,14.285714285714285,Acting Assistant Under-Secretary for Foreign Affairs
0.14285714285714285,1,1,1,3.5,3.5,14.285714285714285,Permanent U.K. Representative to the Disarmament Conference
0.14285714285714285,1,1,1,3.5,3.5,14.285714285714285,Minister UK Delegation to N.A.T.O.
0.14285714285714285,1,1,1,3.5,3.5,14.285714285714285,Head of Ghana Department Commonwealth Relations Office
0.14285714285714285,1,1,1,3.5,3.5,14.285714285714285,Director-General British Information Services United States of America
0.14285714285714285,1,1,1,3.5,3.5,14.285714285714285,Counsellor and Head of Chancery Embasy Japan
0.14285714285714285,1,1,1,3.5,3.5,14.285714285714285,Assistant Under-Secretary for Foreign Affairs (Consular American and Central Europe)
0.14285714285714285,1,1,1,3.5,3.5,14.285714285714285,Ambassador to Zaire and Burundi  and to Congo 1973-1974
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,of United Nations Department
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Head of U.K. Delegation to Mutual Reduction of Forces and Armaments Negotiations
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Head of Non-Proliferation and Defence Department Foreign and Commonwealth Office
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Head of Maritime and General Department Foreign and Commonwealth Office
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Head of Environmental Policy Department Foreign and Commonwealth Office
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Head of Climate Change and Energy Group Foreign and Commonwealth Office
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Counsellor and Head of Chancery Switzerland
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Counsellor and Head of Chancery Embassy Burma
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Counsellor Far East Command
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Commonwealth Relations Office Deputy High Commissioner Rhodesia and Nyasaland
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Trade)
0.14285714285714285,1,1,1,2.5,2.5,14.285714285714285,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Principal Finance Officer and Chief Inspector
0.14285714285714285,1,1,1,1.5,1.5,14.285714285714285,Head of Malta Department Commonwealth Relations Office
0.14285714285714285,1,1,1,1.5,1.5,14.285714285714285,Head Commercial and Economic Diplomacy Department Foreign and Commonwealth Office
0.14285714285714285,1,1,1,1.5,1.5,14.285714285714285,Governor of Bihar
0.14278846153846156,3,3,3,9.5,3.1666666666666665,14.278846153846155,Assistant Under-Secretary for Foreign Affairs (Defence and Intelligence)
0.14277389277389277,2,3,3,7.0,3.5,14.277389277389277,Assistant Under-Secretary for Foreign and Commonwealth Affairs and Director of Communications
0.14273401032717964,8,3,6,29.0,3.625,28.546802065435926,Secretary of Legation The Two Sicilies
0.14264264264264262,3,1,2,11.5,3.8333333333333335,28.528528528528525,Counsellor and Deputy Head of Mission Chile
0.14132521139745083,9,6,9,31.5,3.5,21.198781709617624,Minister Argentina
0.14087294584994695,36,36,35,102.0,2.8333333333333335,13.695980846522621,Minister U.S.A.
0.1408199643493761,2,1,2,6.0,3.0,28.163992869875219,High Commissioner to Uganda and Ambassador to Rwanda
0.14069899939465158,3,3,3,8.5,2.8333333333333335,14.069899939465158,Head of West and Central Africa Department Foreign Office
0.140625,1,1,2,4.5,4.5,28.125,Secretary of Legation Two Sicilies
0.140598044853364,2,3,2,4.0,2.0,9.3732029902242662,Assistant Under-Secretary for Foreign and Commonwealth Affairs (West and East Africa)
0.14055555555555554,4,1,4,15.0,3.75,56.222222222222214,Ambassador to Kazakhstan and Kyrgyzstan
0.14055472263868066,2,2,2,5.0,2.5,14.055472263868065,Ambassador to Zaire Congo Rwanda and Burundi
0.14024897043272574,12,11,12,37.0,3.0833333333333335,15.299887683570082,Head of News Department Foreign and Commonwealth Office
0.14022595342856642,10,8,10,32.0,3.2000000000000002,17.528244178570802,Head of Republic of Ireland Department Foreign and Commonwealth Office
0.14015151515151514,2,2,2,6.0,3.0,14.015151515151514,Head of Maritime Aviation and Environment Department Foreign and Commonwealth Office
0.14000000000000001,1,1,1,3.5,3.5,14.000000000000002,Secretary of Legation/Embassy Spain
0.14000000000000001,1,1,1,3.5,3.5,14.000000000000002,Minister West Germany
0.14000000000000001,1,1,1,3.5,3.5,14.000000000000002,Governor of Gibraltar
0.14000000000000001,1,1,1,3.5,3.5,14.000000000000002,Assistant Under-Secretary Department of Technical Co-operation
0.13987193362193362,4,5,5,12.0,3.0,13.987193362193363,Head of United Nations Department Foreign Office
0.1397399150142711,5,4,5,15.5,3.1000000000000001,17.467489376783888,Head of Constitutional Department Commonwealth Relations Office
0.13949013949013947,3,5,4,6.5,2.1666666666666665,11.159211159211157,Assistant Under-Secretary for Commonwealth Relations
0.13948804573804574,4,2,4,14.0,3.5,27.897609147609149,Counsellor U.K. Delegation to the O.E.C.D.
0.13947400906532387,8,2,7,21.0,2.625,48.815903172863351,Counsellor and Deputy Head of Mission Kuwait
0.13928253588516748,5,3,5,19.5,3.8999999999999999,23.213755980861244,Counsellor and Head of Chancery High Commission Australia
0.13909369370527214,8,8,8,24.0,3.0,13.909369370527214,Deputy Secretary (Overseas and Defence) Cabinet Office
0.1388888888888889,1,1,1,2.5,2.5,13.888888888888889,Senior Directing Staff Royal College of Defence Studies
0.1388888888888889,1,1,1,2.5,2.5,13.888888888888889,Minister Embassy Austria-Hungary
0.1388888888888889,1,1,1,2.5,2.5,13.888888888888889,Head of Economic Relations (1) Department Commonwealth Relations Office
0.1388888888888889,1,1,1,2.5,2.5,13.888888888888889,Deputy Under-Secretary for Foreign and Commonwealth Affairs (Africa and Middle East)
0.1388888888888889,1,1,1,2.5,2.5,13.888888888888889,Counsellor and Head of Chancery/Deputy Head of Mission South Africa
0.1388888888888889,1,1,1,2.5,2.5,13.888888888888889,Chief Secretary Falkland Islands
0.13816579461973469,5,5,5,11.5,2.2999999999999998,13.816579461973468,Counsellor (Political) Embassy Germany
0.13792219065656566,4,3,4,10.0,2.5,18.389625420875422,Head of Levant Department Foreign Office
0.13791019540699762,15,7,16,55.5,3.7000000000000002,31.522330378742314,Secretary of Legation Switzerland
0.13786848072562358,4,4,4,7.0,1.75,13.786848072562357,Head of Economic Relations I Department Commonwealth Relations Office
0.13750000000000001,2,1,2,7.0,3.5,27.500000000000004,Assistant Under-Secretary for Foreign Affairs and Chief Clerk
0.13725490196078433,1,1,1,3.5,3.5,13.725490196078432,High Commissioner to Ghana and Ambassador to Togo Niger and Burkina Faso
0.13725490196078433,1,1,1,3.5,3.5,13.725490196078432,Head of Central African and Territories Department Commonwealth Relations Office
0.13725490196078433,1,1,1,3.5,3.5,13.725490196078432,Assistant Under-Secretary for Foreign Affairs (European Economic)
0.13712373848179024,5,5,5,14.5,2.8999999999999999,13.712373848179023,Assistant Under-Secretary for Foreign Affairs (Information and Culture)
0.1370947105486183,3,4,4,10.5,3.5,13.709471054861829,Deputy Under-Secretary for Foreign Affairs and Chief Clerk
0.13665673618007282,3,3,3,9.5,3.1666666666666665,13.665673618007283,Secretary of Embassy (Counsellor) France
0.1366442199775533,3,4,4,10.5,3.5,13.66442199775533,Assistant Under-Secretary for Foreign Affairs (Western Europe)
0.13647186147186147,3,3,2,5.5,1.8333333333333333,9.0981240981240976,Permanent Under-Secretary for Foreign Affairs (German Section)
0.13636363636363635,1,1,1,1.5,1.5,13.636363636363635,Minister/Deputy Commandant British Sector Berlin
0.13636363636363635,1,1,1,1.5,1.5,13.636363636363635,Head of Information Departments Foreign Office
0.13636363636363635,1,1,1,1.5,1.5,13.636363636363635,Commercial and Economic Malaysia
0.13636324639670555,4,3,4,6.0,1.5,18.181766186227406,Head of North American Department Foreign Office
0.13625757279656048,5,3,5,15.5,3.1000000000000001,22.709595466093411,Head of Counter-Terrorism Policy Department Foreign and Commonwealth Office
0.13593373685142315,6,3,6,23.0,3.8333333333333335,27.186747370284632,Commercial Counsellor Mexico
0.13591585581601059,5,3,5,14.5,2.8999999999999999,22.652642636001769,Head of Commonwealth Coordination Department Foreign and Commonwealth Office
0.13576326385142357,11,7,11,36.5,3.3181818181818183,21.334227176652274,Counsellor Embassy the Netherlands
0.13571428571428573,2,2,2,5.0,2.5,13.571428571428573,Assistant Under-Secretary Department of Energy
0.13521739130434784,2,2,2,5.0,2.5,13.521739130434785,Deputy Commissioner-General South-East Asia
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Principal Secretary High Commission Canada
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Political Representative to Romania
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Political Adviser Near East Forces/Middle East Command
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Minister/Ambassador to Sweden
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Minister and Charge d’Affaires Spain
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Head of Nationality Treaty and Claims Department
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Head of Latin America Department Foreign and Commonwealth Office
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Head of Economic Relations/Financial Policy and Aid Department Foreign and Commonwealth Office
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Head of East Africa Political Department Commonwealth Relations Office
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Economic Counsellor Embassy U.S.A.
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Director Global and Economic Issues Foreign and Commonwealth Office
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Assistant Under-Secretary for the Colonies/Commonwealth Affairs (West Indies and Hong Kong)
0.13513513513513514,1,1,1,2.5,2.5,13.513513513513514,Assistant Under-Secretary for the Colonies (Defence Intelligence and Security Information and Far East)
0.13489949279422961,7,2,6,25.5,3.6428571428571428,40.469847838268883,Counsellor and Deputy Head of Mission Mexico
0.13461538461538461,1,1,1,3.5,3.5,13.461538461538462,Head of Overseas Estate/Estate Department Foreign and Commonwealth Office
0.13461538461538461,1,1,1,3.5,3.5,13.461538461538462,Deputy Under-Secretary for Foreign Affairs (Middle East)
0.13450518469858225,7,6,7,21.5,3.0714285714285716,15.69227154816793,Assistant Under-Secretary for Foreign Affairs (Economic and Commercial)
0.13446501261627311,7,2,7,30.5,4.3571428571428568,47.062754415695593,Counsellor and Deputy Head of Mission Turkey
0.13422547900412088,21,2,10,77.5,3.6904761904761907,67.112739502060435,Private Secretary to the Foreign Secretary
0.13418126557426566,5,5,5,13.5,2.7000000000000002,13.418126557426566,Assistant Under-Secretary for Commonwealth Relations (Political Division)
0.13400031463941237,7,7,7,16.5,2.3571428571428572,13.400031463941236,Head of Eastern Department Foreign and Commonwealth Office
0.13386437908496732,4,1,3,15.0,3.75,40.1593137254902,Counsellor (Political) Embassy Japan
0.13353292563035415,9,4,8,33.5,3.7222222222222223,26.706585126070831,Commercial Counsellor Venezuela
0.13351788562314876,6,4,5,16.0,2.6666666666666665,16.689735702893596,Counsellor and Head of Chancery Embassy Saudi Arabia
0.1331375419603622,7,6,7,20.5,2.9285714285714284,15.532713228708925,Counsellor High Commission Cyprus
0.13312012618539254,5,4,5,16.5,3.2999999999999998,16.640015773174067,Counsellor High Commission Nigeria
0.13265536723163843,2,2,2,9.0,4.5,13.265536723163843,Minister Resident Tuscany
0.13227820844099913,3,3,3,7.5,2.5,13.227820844099913,Ambassador to Cameroun
0.13214285714285715,2,2,2,4.0,2.0,13.214285714285715,Head of American Department Foreign and Commonwealth Office
0.13206959706959706,10,1,5,35.0,3.5,66.03479853479854,Consul-General Brisbane Australia
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Minister/Ambassador to Brazil
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Director Strategy and Innovation Foreign and Commonwealth Office
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Deputy Under-Secretary for Foreign and Commonwealth Affairs (Africa and the Americas)  and Chief Clerk 1982-1984
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Counsellor U. K. Commission South-East Asia
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Counsellor Middle East Office
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Charge d’Affaires Yugoslavia
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Central and South America)
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Africa/Southern Africa and Rhodesia)
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Assistant Under-Secretary for Foreign Affairs (South America and Consular)
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Assistant Under-Secretary (Americas) Foreign and Commonwealth Office
0.13157894736842105,1,1,1,2.5,2.5,13.157894736842104,Ambassador to the Polish Government
0.13129084967320262,4,2,4,12.0,3.0,26.258169934640524,Counsellor (External Relations) U.K. Permanent Representation to the European Union
0.13124999999999998,2,1,2,7.0,3.5,26.249999999999996,Commercial Counsellor and Deputy Head of Mission Indonesia
0.13101772739930634,6,3,6,20.0,3.3333333333333335,26.203545479861269,Counsellor Embassy Sudan
0.13095238095238096,2,1,2,5.0,2.5,26.190476190476193,Head of Far East and Pacific Department Commonwealth Relations Office
0.13067920339642208,4,3,4,13.0,3.25,17.423893786189613,Secretary of Embassy (Counsellor) Germany
0.13051066580478346,7,1,5,28.5,4.0714285714285712,65.255332902391729,Ambassador to Macedonia
0.13043478260869565,1,1,1,4.5,4.5,13.043478260869565,Head of South Asia Department Foreign Office and Commonwealth Office
0.13043478260869565,1,1,1,1.5,1.5,13.043478260869565,Permanent U.K. Representative to the Council of Europe
0.13043478260869565,1,1,1,1.5,1.5,13.043478260869565,Deputy Under-Secretary for the Dominions/Commonwealth Relations
0.13043478260869565,1,1,1,1.5,1.5,13.043478260869565,Assistant Under-Secretary for Foreign Affairs (Principal Finance Officer)
0.1303607795775315,6,5,6,18.0,3.0,15.643293549303779,Head of the Far East Department Foreign Office
0.13016661899313503,4,3,4,8.0,2.0,17.35554919908467,Minister Portugal
0.12980769230769229,2,1,2,7.0,3.5,25.96153846153846,Commercial and Economic Counsellor Malaysia
0.12976190476190474,2,1,2,10.0,5.0,25.952380952380949,Economic and Commercial Counsellor Greece
0.12962962962962962,1,1,1,3.5,3.5,12.962962962962962,Head of German Political Department Foreign Office
0.12962962962962962,1,1,1,3.5,3.5,12.962962962962962,Deputy Under-Secretary for Foreign Affairs and Chief Clerk Foreign Office
0.12962962962962962,1,1,1,3.5,3.5,12.962962962962962,Chief Diplomatic Adviser to the Government
0.12962962962962962,1,1,1,3.5,3.5,12.962962962962962,Assistant Under-Secretary for Foreign Affairs (Asia) Foreign Office
0.12954545454545455,2,1,2,5.0,2.5,25.90909090909091,Ambassador to Bosnia-Herzegovina
0.12945828655566821,8,6,9,23.0,2.875,19.418742983350228,Head of Eastern Department Foreign Office
0.12944575922875384,6,5,7,33.0,5.5,18.122406292025538,Agent and Consul-General Bulgaria
0.12913561281175404,6,3,6,24.0,4.0,25.827122562350809,Deputy High Commissioner Ceylon
0.12906194885361555,9,3,8,27.5,3.0555555555555554,34.416519694297477,Deputy High Commissioner Dacca Pakistan
0.12893277893277894,5,3,5,16.5,3.2999999999999998,21.488796488796492,Head of the Southern Department Foreign Office
0.12854455888938646,5,3,5,13.5,2.7000000000000002,21.424093148231076,Commercial Counsellor Portugal
0.12833333333333333,3,1,3,12.5,4.166666666666667,38.5,Counsellor and Deputy Head of Mission Spain
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Managing Director Sectors Group  Strategic Trade 2012-2013 U.K. Trade and Investment
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Head of Personnel (Operations) Department Foreign and Commonwealth Office
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Head of International Relations B Department Colonial Office
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Head of Economic General Department Colonial Office
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Economic and Commercial Counsellor Iran
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Director-General Regional Programmes Department for International Development
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Director South and South-East Asia Foreign and Commonwealth Office
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Director Middle East Foreign and Commonwealth Office
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Director International Security
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Deputy Head of U.K. Delegation O.E.C.D.
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Deputy Head U.K. Delegation to the Conference on Security and Cooperation in Europe
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Counsellor U. K. Delegation to the United Nations Organization New York
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Chief Executive Equality and Human Rights Commission
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Charge d’Affaires Egypt
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Assistant Under-Secretary for Foreign and Commonwealth Affairs/Director (South Asia)
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Eastern Europe)
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Africa-West and East)
0.12820512820512819,1,1,1,2.5,2.5,12.820512820512819,Assistant Under-Secretary for Foreign Affairs (United Nations Affairs)
0.12799556613518603,6,5,6,16.0,2.6666666666666665,15.359467936222323,Deputy Political Resident Persian Gulf
0.12763466042154567,2,1,2,10.0,5.0,25.526932084309134,Head of Pacific and Indian Oceans Department Colonial Office
0.12727272727272726,1,1,1,3.5,3.5,12.727272727272727,Secretary of Legation/Embassy Italy
0.12722583849453209,4,4,3,23.0,5.75,9.5419378870899081,Minister to Wurttemberg
0.12704346092503985,4,1,3,16.0,4.0,38.113038277511954,Director Foreign Division Department of Overseas Trade
0.12703252032520326,2,2,2,6.0,3.0,12.703252032520327,Head of East European Department Foreign and Commonwealth Office
